CT13012_1 1 160
CT13012_1 12313 12403
CT13012_1 20267 20529
CT13012_1 20600 20804
CT13012_1 23443 23573
CT13012_1 27819 33967
CT13012_1 34062 34371
CT13012_1 34444 34899
CT13012_1 34975 35321

CT23896_1 1 52
CT23896_1 1054 1424

CT10093_1 1 220
CT10093_1 298 1397

CT7858_1 1 235
CT7858_1 304 1397

CT14181_1 1 22
CT14181_1 113 1098

CT22861_1 1 12
CT22861_1 174 794
CT22861_1 2105 2371

CT3429_1 1 129
CT3429_1 194 311
CT3429_1 376 1168
CT3429_1 1225 1344
CT3429_1 1407 1557

CT21113_1 1 2238
CT21113_1 2593 3255
CT21113_1 3353 3538

CT39456_1 1 618
CT39456_1 44992 45604
CT39456_1 45666 45890
CT39456_1 45953 46091
CT39456_1 46161 46422
CT39456_1 46481 46627

CT10723_1 1 3
CT10723_1 141 168
CT10723_1 2134 2546

CT9355_1 1 864

CT36363_1 1 186
CT36363_1 3896 4084
CT36363_1 4160 4613
CT36363_1 4703 4976
CT36363_1 5064 5203
CT36363_1 5348 5398
CT36363_1 10949 11829

CT36317_1 1 186
CT36317_1 3896 4084
CT36317_1 4160 4613
CT36317_1 4703 4976
CT36317_1 5064 5203
CT36317_1 5348 5398
CT36317_1 15430 16778

CT8963_1 1 95
CT8963_1 156 1195
CT8963_1 1260 1616
CT8963_1 1679 3393
CT8963_1 3464 3700
CT8963_1 3765 3905
CT8963_1 3964 4035

CT5398_1 1 164
CT5398_1 257 407
CT5398_1 602 1253
CT5398_1 1667 2207
CT5398_1 2279 2384

CT13684_1 1 495
CT13684_1 699 899
CT13684_1 1778 2008
CT13684_1 2313 2423

CT30715_1 1 255
CT30715_1 697 2136
CT30715_1 16041 16244
CT30715_1 17675 17804
CT30715_1 19221 19599
CT30715_1 19667 19847
CT30715_1 20698 21107
CT30715_1 21175 21468
CT30715_1 21542 21768
CT30715_1 21834 22084
CT30715_1 23088 23140
CT30715_1 23888 23951
CT30715_1 24075 24232
CT30715_1 24438 24645

CT3663_1 1 48
CT3663_1 138 944

CT3835_1 1 45
CT3835_1 272 1147

CT12815_1 1 774

CT10959_1 1 1461

CT23694_1 1 368
CT23694_1 490 1031
CT23694_1 1094 1911

CT12485_1 1 238
CT12485_1 2938 4325

CT12661_1 1 606

CT12777_1 1 1038

CT9359_1 1 72
CT9359_1 3182 3455
CT9359_1 3530 4184
CT9359_1 4246 4561
CT9359_1 4765 4896
CT9359_1 4967 5581

CT31792_1 1 123
CT31792_1 36000 37199
CT31792_1 50530 51014
CT31792_1 51084 51262
CT31792_1 52770 53678
CT31792_1 60983 61400
CT31792_1 61496 64709

CT6902_1 1 228
CT6902_1 291 388
CT6902_1 458 612
CT6902_1 670 1065
CT6902_1 1119 1255
CT6902_1 1839 3083
CT6902_1 3152 3328

CT36745_1 1 912

CT9736_1 1 163
CT9736_1 293 1254
CT9736_1 1319 1459
CT9736_1 1528 1901
CT9736_1 1967 2546

CT13332_1 1 456
CT13332_1 529 714

CT40473_1 1 502
CT40473_1 576 804
CT40473_1 1491 1575
CT40473_1 3105 3539
CT40473_1 3603 4826
CT40473_1 4916 4978

CT9758_1 1 32
CT9758_1 536 640
CT9758_1 2239 2425
CT9758_1 2649 2742
CT9758_1 5336 5676
CT9758_1 5783 6047
CT9758_1 6120 6234
CT9758_1 6309 6471
CT9758_1 6542 6910
CT9758_1 7064 7267

CT10162_1 1 527
CT10162_1 1150 1322
CT10162_1 2103 2311
CT10162_1 2381 3100
CT10162_1 3158 3479
CT10162_1 3540 3791
CT10162_1 3861 3989
CT10162_1 4045 4838

CT10801_1 1 1296
CT10801_1 2149 2244

CT7506_1 1 1305
CT7506_1 2134 3733
CT7506_1 3899 4069
CT7506_1 4872 4991
CT7506_1 11613 13995
CT7506_1 14067 14235
CT7506_1 14302 14367

CT3937_1 1 237
CT3937_1 297 515

CT23451_1 1 36
CT23451_1 95 233
CT23451_1 367 585
CT23451_1 660 1303
CT23451_1 1382 1522
CT23451_1 3086 3235
CT23451_1 3429 4111
CT23451_1 4175 4322
CT23451_1 4401 4583
CT23451_1 4704 4811

CT13920_1 1 1440

CT10256_1 1 36
CT10256_1 95 2167

CT14163_1 1 108
CT14163_1 4204 4620
CT14163_1 4695 4848
CT14163_1 5137 5222
CT14163_1 7036 7128
CT14163_1 7192 7542
CT14163_1 7601 7779
CT14163_1 8154 9288
CT14163_1 9364 9522

CT7110_1 1 2350
CT7110_1 2408 2670
CT7110_1 2869 2993
CT7110_1 3069 4742
CT7110_1 4953 5622

CT8875_1 1 17
CT8875_1 1595 2293
CT8875_1 2387 3224
CT8875_1 12314 12517
CT8875_1 12588 12671
CT8875_1 13535 13645
CT8875_1 13723 13960
CT8875_1 14044 14237
CT8875_1 15330 15519
CT8875_1 15591 16034
CT8875_1 17013 17020

CT11043_1 1 3034
CT11043_1 3091 4436
CT11043_1 6174 8216
CT11043_1 8280 9296

CT36518_1 1 22
CT36518_1 2249 3888
CT36518_1 3961 4161
CT36518_1 4222 4494
CT36518_1 5503 5599
CT36518_1 6883 7172

CT43415_1 1 77
CT43415_1 4092 4137
CT43415_1 5773 6132
CT43415_1 6234 6341
CT43415_1 6412 6593
CT43415_1 6932 7223

CT43417_1 1 77
CT43417_1 2984 3053

CT14272_1 1 1527

CT4318_1 1 73
CT4318_1 389 518
CT4318_1 12904 15717
CT4318_1 15792 15959
CT4318_1 16032 16409
CT4318_1 16476 16579
CT4318_1 18137 18189

CT19476_1 1 274
CT19476_1 335 570
CT19476_1 1274 2571
CT19476_1 2632 2756
CT19476_1 2851 4895

CT19338_1 1 557
CT19338_1 2254 2912
CT19338_1 4962 5917

CT8467_1 1 181
CT8467_1 2115 2287
CT8467_1 8685 9977

CT9307_1 1 324

CT39164_1 1 42
CT39164_1 100 2148

CT10876_1 1 591

CT40095_1 1 249
CT40095_1 1278 1385
CT40095_1 2102 2257
CT40095_1 2325 2677
CT40095_1 2756 2978

CT19848_1 1 158
CT19848_1 224 956

CT30643_1 1 118
CT30643_1 632 1167

CT43319_1 1 14
CT43319_1 606 793
CT43319_1 866 992
CT43319_1 13976 14138
CT43319_1 14831 15010
CT43319_1 15079 15196
CT43319_1 15325 16262
CT43319_1 16341 16431
CT43319_1 16546 16735
CT43319_1 16801 17219
CT43319_1 17300 17397

CT34087_1 1 642

CT12233_1 1 565
CT12233_1 700 1323
CT12233_1 1384 1733

CT12301_1 1 70
CT12301_1 47817 47988
CT12301_1 53022 53185
CT12301_1 58822 58946
CT12301_1 59030 60523
CT12301_1 60619 60803
CT12301_1 65781 66004
CT12301_1 67076 67089

CT7402_1 1 795

CT34602_1 1 237
CT34602_1 580 822
CT34602_1 1015 1527

CT9961_1 1 31
CT9961_1 88 848
CT9961_1 969 1147
CT9961_1 1206 1634
CT9961_1 1687 1849
CT9961_1 2189 2287
CT9961_1 2349 2492

CT23972_1 1 52
CT23972_1 128 1422

CT23632_1 1 223
CT23632_1 491 1051
CT23632_1 1117 1415

CT41888_1 1 793
CT41888_1 857 1608

CT10860_1 1 174

CT12087_1 1 420
CT12087_1 494 598

CT11551_1 1 271
CT11551_1 453 1292
CT11551_1 1381 1913
CT11551_1 2303 2486
CT11551_1 2762 3508
CT11551_1 3562 3743

CT12475_1 1 8
CT12475_1 84 307
CT12475_1 1769 2982

CT41466_1 1 15
CT41466_1 1026 1261
CT41466_1 1328 1807
CT41466_1 1877 1977
CT41466_1 3709 3826
CT41466_1 3957 5283
CT41466_1 5349 5572
CT41466_1 5640 6915

CT14684_1 1 353
CT14684_1 779 1076

CT30008_1 1 764
CT30008_1 959 1355
CT30008_1 1457 1669
CT30008_1 1747 1911

CT11131_1 1 15
CT11131_1 84 207
CT11131_1 300 670
CT11131_1 1074 1379

CT13838_1 1 324

CT13882_1 1 513

CT6778_1 1 316
CT6778_1 378 721
CT6778_1 782 916
CT6778_1 982 1095

CT9760_1 1 153
CT9760_1 226 386
CT9760_1 1305 1479
CT9760_1 2732 2848

CT43405_1 1 559
CT43405_1 1076 1491
CT43405_1 1840 1944

CT23257_1 1 123
CT23257_1 188 412

CT14412_1 1 186
CT14412_1 334 610
CT14412_1 1921 2131
CT14412_1 2188 2640
CT14412_1 2754 3048
CT14412_1 3616 3816
CT14412_1 3876 4121

CT28343_1 1 40
CT28343_1 728 1818

CT10809_1 1 115
CT10809_1 227 386
CT10809_1 959 1061
CT10809_1 1124 1220
CT10809_1 1281 1377
CT10809_1 1432 1728
CT10809_1 1836 2156
CT10809_1 2216 2486

CT17598_1 1 1368

CT12311_1 1 353
CT12311_1 674 1691

CT14224_1 1 1350

CT15471_1 1 54
